n,k,comparisons
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,148025
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,150826
46000,34500,149537
46000,34500,149537
46000,34500,149537
46000,34500,149537
46000,34500,149537
46000,34500,149537
46000,34500,149537
46000,46000,149032
46000,46000,149032
46000,46000,149032
46000,46000,149032
46000,46000,149032
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,148287
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,149157
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,148434
46000,46000,150225
46000,46000,150225
46000,46000,150225
46000,46000,150225
46000,46000,150225
46000,46000,150225
46000,46000,150225
46100,1,150291
46100,1,150291
46100,1,150291
46100,1,150291
46100,1,150291
46100,1,150291
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,149299
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,147905
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,150151
46100,1,149901
46100,1,149901
46100,1,149901
46100,1,149901
46100,1,149901
46100,1,149901
46100,11525,149577
46100,11525,149577
46100,11525,149577
46100,11525,149577
46100,11525,149577
46100,11525,149577
46100,11525,149577
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,151033
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,150287
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149640
46100,11525,149452
46100,11525,149452
46100,11525,149452
46100,11525,149452
46100,11525,149452
46100,23050,150256
46100,23050,150256
46100,23050,150256
46100,23050,150256
46100,23050,150256
46100,23050,150256
46100,23050,150256
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150429
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,150181
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,143487
46100,23050,150920
46100,23050,150920
46100,23050,150920
46100,23050,150920
46100,23050,150920
46100,34575,150037
46100,34575,150037
46100,34575,150037
46100,34575,150037
46100,34575,150037
46100,34575,150037
46100,34575,150037
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,147641
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,149333
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,150124
46100,34575,149984
46100,34575,149984
46100,34575,149984
46100,34575,149984
46100,34575,149984
46100,34575,149984
46100,46100,149701
46100,46100,149701
46100,46100,149701
46100,46100,149701
46100,46100,149701
46100,46100,149701
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,144535
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,149993
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,148461
46100,46100,149691
46100,46100,149691
46100,46100,149691
46100,46100,149691
46100,46100,149691
46100,46100,149691
46100,46100,149691
46200,1,149616
46200,1,149616
46200,1,149616
46200,1,149616
46200,1,150704
46200,1,150704
46200,1,150704
46200,1,150704
46200,1,148150
46200,1,148150
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,149540
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150460
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150575
46200,1,150398
46200,1,150398
46200,1,150398
46200,1,150398
46200,1,150398
46200,11550,151663
46200,11550,151663
46200,11550,151663
46200,11550,151663
46200,11550,151663
46200,11550,151663
46200,11550,151663
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,151377
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150533
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,150812
46200,11550,147960
46200,11550,147960
46200,11550,147960
46200,11550,147960
46200,11550,147960
46200,23100,149729
46200,23100,149729
46200,23100,149729
46200,23100,149729
46200,23100,149729
46200,23100,149729
46200,23100,149729
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,150632
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,149053
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,151137
46200,23100,150020
46200,23100,150020
46200,23100,150020
46200,23100,150020
46200,23100,150020
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,150940
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,143578
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,151309
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,146944
46200,34650,150594
46200,34650,150594
46200,34650,150594
46200,34650,150594
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,149632
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,150268
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,149695
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,151024
46200,46200,149304
46200,46200,149304
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,146347
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,147992
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150693
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,150211
46300,1,149873
46300,1,149873
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,151472
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150513
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150324
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150378
46300,11575,150275
46300,11575,150275
46300,11575,150275
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,148859
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151019
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,151076
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,149592
46300,23150,151027
46300,23150,151027
46300,23150,151027
46300,23150,151027
46300,23150,151027
46300,34725,150589
46300,34725,150589
46300,34725,150589
46300,34725,150589
46300,34725,150589
46300,34725,150589
46300,34725,150849
46300,34725,150849
46300,34725,150822
46300,34725,150822
46300,34725,150822
46300,34725,150822
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,148808
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,150078
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,151632
46300,34725,149586
46300,34725,149586
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149743
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,149410
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,150990
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,151265
46300,46300,150792
46300,46300,150792
46300,46300,150792
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,150120
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151604
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,151045
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149600
46400,1,149916
46400,1,149916
46400,1,149916
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,148276
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,150895
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,148816
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,150466
46400,11600,141031
46400,11600,141031
46400,11600,141031
46400,11600,141031
46400,11600,141031
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,141464
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151733
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151226
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,151719
46400,23200,144315
46400,23200,144315
46400,23200,144315
46400,23200,144315
46400,23200,144315
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,150973
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,151247
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,149615
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150978
46400,34800,150429
46400,34800,150429
46400,34800,150429
46400,34800,150429
46400,34800,150429
46400,34800,150429
46400,46400,150565
46400,46400,150565
46400,46400,150565
46400,46400,150565
46400,46400,150565
46400,46400,150565
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,150550
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,149362
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,150906
46400,46400,152032
46400,46400,152032
46400,46400,152032
46400,46400,152032
46400,46400,152032
46400,46400,152032
46400,46400,152032
46500,1,151985
46500,1,151985
46500,1,151985
46500,1,151985
46500,1,151985
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151816
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151189
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,151750
46500,1,150978
46500,1,150978
46500,1,150978
46500,1,150978
46500,1,150978
46500,1,150978
46500,1,150978
46500,1,150978
46500,11625,150924
46500,11625,150924
46500,11625,151409
46500,11625,151409
46500,11625,151409
46500,11625,151409
46500,11625,151409
46500,11625,151409
46500,11625,151409
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,151506
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,141116
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,152256
46500,11625,151786
46500,11625,151786
46500,11625,151786
46500,11625,151786
46500,11625,151786
46500,11625,151786
46500,23250,151909
46500,23250,151909
46500,23250,151909
46500,23250,151909
46500,23250,151909
46500,23250,151909
46500,23250,151909
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151228
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151468
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,151097
46500,23250,152457
46500,23250,152457
46500,23250,152457
46500,23250,152457
46500,23250,152457
46500,23250,152457
46500,23250,152457
46500,34875,151163
46500,34875,151163
46500,34875,151163
46500,34875,151163
46500,34875,151163
46500,34875,151163
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,149031
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,151512
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,146578
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,34875,150759
46500,46500,151362
46500,46500,151362
46500,46500,151362
46500,46500,151362
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,150679
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149379
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,149853
46500,46500,152163
46500,46500,152163
46500,46500,152163
46500,46500,152163
46500,46500,152163
46500,46500,152163
46500,46500,152163
46500,46500,152163
46600,1,151978
46600,1,151978
46600,1,151978
46600,1,151978
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,150844
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,152047
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150092
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,1,150639
46600,11650,151002
46600,11650,151002
46600,11650,151002
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,152082
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,150880
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152510
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,11650,152309
46600,23300,152324
46600,23300,152324
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150881
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,150443
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151838
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,23300,151128
46600,34950,150608
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,144166
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,151850
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152788
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,152019
46600,34950,151615
46600,34950,151615
46600,34950,151615
46600,34950,151615
46600,34950,151615
46600,34950,151615
46600,46600,150185
46600,46600,150185
46600,46600,150185
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,150097
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151338
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,151010
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46600,46600,150784
46700,1,150908
46700,1,150908
46700,1,151573
46700,1,151573
46700,1,151573
46700,1,151573
46700,1,151573
46700,1,151573
46700,1,151573
46700,1,151573
