n,k,comparisons,swaps
47500,1,92904,45407
47500,1,92904,45407
47500,1,92904,45407
47500,1,92904,45407
47500,1,92904,45407
47500,1,92904,45407
47500,1,92904,45407
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,57271,9760
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,1,148166,100680
47500,11875,164245,114165
47500,11875,164245,114165
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,133031,65508
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,135161,78212
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,191209,127177
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,11875,70065,29936
47500,23750,107392,35836
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,185425,100386
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,136038,87260
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,91883,41944
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,93618,52496
47500,23750,141981,84545
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,105269,60864
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,100306,81601
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,106161,46028
47500,35625,125970,62200
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,121432,74116
47500,35625,154557,62993
47500,35625,154557,62993
47500,35625,154557,62993
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,125150,47385
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,111027,47491
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,103880,47480
47500,47500,169605,47500
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,64916,47478
47500,47500,63751,47485
47500,47500,63751,47485
47500,47500,63751,47485
47500,47500,63751,47485
47600,1,91518,43875
47600,1,91518,43875
47600,1,91518,43875
47600,1,91518,43875
47600,1,91518,43875
47600,1,91518,43875
47600,1,91518,43875
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,109349,61696
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,76691,29089
47600,1,104180,56595
47600,1,104180,56595
47600,1,104180,56595
47600,1,104180,56595
47600,1,104180,56595
47600,1,88897,41267
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,110812,63223
47600,1,101245,53667
47600,1,120290,72684
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,186229,95622
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,244531,146759
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,180816,109216
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,115922,47621
47600,11900,194042,100380
47600,11900,194042,100380
47600,11900,194042,100380
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,261994,166758
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,135300,38542
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,269347,94744
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,212085,79039
47600,23800,112331,32367
47600,23800,112331,32367
47600,23800,112331,32367
47600,23800,112331,32367
47600,23800,112331,32367
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,177201,75587
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,175111,60835
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,144034,58813
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,88451,46326
47600,35700,243027,97563
47600,35700,243027,97563
47600,35700,243027,97563
47600,35700,243027,97563
47600,35700,243027,97563
47600,35700,243027,97563
47600,35700,243027,97563
47600,47600,152450,47587
47600,47600,152450,47587
47600,47600,152450,47587
47600,47600,152450,47587
47600,47600,152450,47587
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,106682,47583
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,127726,47546
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,104966,47583
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47600,47600,54701,47544
47700,1,117070,69401
47700,1,117070,69401
47700,1,117070,69401
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,123124,75451
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,70338,22632
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,169247,121411
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,1,101374,53674
47700,11925,161478,84560
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,103784,50471
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,172103,88371
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,125105,27054
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,11925,89315,47720
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,111972,79366
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,130387,67475
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,134902,58233
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,248890,78462
47700,23850,259696,143949
47700,23850,259696,143949
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,177507,105107
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,115379,72820
47700,35775,99791,54476
47700,35775,99791,54476
47700,35775,99791,54476
47700,35775,183824,54852
47700,35775,183824,54852
47700,35775,183824,54852
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,173112,66040
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,35775,181854,100692
47700,47700,80673,47663
47700,47700,80673,47663
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,101382,47682
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,119875,47696
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,150469,47675
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47700,47700,140826,47683
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,109719,61932
47800,1,77130,29351
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,94902,47100
47800,1,192773,144824
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,122243,74457
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,119677,71910
47800,1,56378,8566
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,229489,143122
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,172909,73817
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,85612,41063
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,235353,119374
47800,11950,137873,76123
47800,11950,137873,76123
47800,11950,137873,76123
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,109960,56672
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,156115,75193
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,173172,69284
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,180854,93317
47800,23900,129598,49454
47800,23900,129598,49454
47800,23900,129598,49454
47800,23900,129598,49454
47800,23900,129598,49454
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,109755,38405
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,95406,53567
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,108134,52453
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,291815,94229
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,35850,90148,61181
47800,47800,64988,47772
47800,47800,64988,47772
47800,47800,64988,47772
47800,47800,64988,47772
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,118606,47804
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,139852,47770
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,190974,46986
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47800,47800,56007,47761
47900,1,96543,48649
47900,1,96543,48649
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,107020,59034
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,171558,123194
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,105829,57936
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,1,168248,120368
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,95082,36205
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,159410,65959
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,74272,30075
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,152371,83056
47900,11975,193172,128970
47900,11975,193172,128970
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,121375,76387
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,308002,115066
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,138936,75412
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,211296,115660
47900,23950,121040,50458
47900,23950,121040,50458
47900,23950,121040,50458
47900,23950,121040,50458
47900,23950,121040,50458
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,153482,87943
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,66139,41107
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,143800,54050
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,166131,58554
47900,35925,157021,73619
47900,35925,157021,73619
47900,35925,157021,73619
47900,35925,157021,73619
47900,35925,157021,73619
47900,35925,157021,73619
47900,35925,157021,73619
47900,47900,92969,47882
47900,47900,92969,47882
47900,47900,92969,47882
47900,47900,92969,47882
47900,47900,92969,47882
